name	alternative-name	funding-programme	area	region	discipline	funded-2012-15	funding-2012-13	funding-2013-14	funding-2014-15	funding-total	grant-2015-16	grant-2016-17	grant-2107-18	grant-total	funding-source	cash-change-2014-15--2015-16	cash-change-2012-15--2015-18	real-change-2014-15--2015-16	real-change-2012-15--2015-18	notes	local-authority-name	website
Highlights Rural Touring Network	Highlights Rural Touring Scheme; Highlights Community Touring Scheme (Northumberland)	NPO	North	North West	Combined arts	Yes	119108.8	119315.637441	119799.7329981732	358224.17043917323	119800	119800	119800	359400	GIA	2.2287347401717738E-6	3.2823847686917103E-3	-1.3804508151143764E-2	-4.4714381822213489E-2		Eden	www.highlightsnorth.co.uk
HighTide Festival Theatre	n/a	NPO	South East	East	Theatre	Yes	2e5	195841.8	191653.50792	587495.30792	191654	191654	191654	574962	GIA	2.5675501864633399E-6	-2.1333460456686278E-2	-1.3804174013622885E-2	-6.8466612050896075E-2		Waveney	www.hightide.org.uk
Hofesh Shechter Company	n/a	NPO	South East	South East	Dance	Yes	4e5	391683.6	383307.01584	1174990.61584	383307	383307	383307	1149921	GIA	-4.1324576260596024E-8	-2.1336013668566915E-2	-1.3806746868418486E-2	-6.846904229860272E-2		Brighton and Hove	http://www.hofesh.co.uk
Home Live Art	n/a	NPO	London	London	Combined arts	Yes	75e3	75129.810525	75434.82071731202	225564.631242312	75435	75435	75435	226305	GIA	2.3766569109328101E-6	3.2822909939841825E-3	-1.3804362271290829E-2	-4.4714492832098704E-2		Brighton and Hove	www.homeliveart.com
Homotopia	n/a	NPO	North	North West	Combined arts	Yes	7e4	68544.63	67078.727772	205623.35777200002	8e4	8e4	8e4	24e4	GIA	0.19262846295951366	0.16718257400561276	0.17616219226776486	0.11097038019300112		Liverpool	www.homotopia.net
Hoot Creative Arts	Hoot	NPO	North	Yorkshire	Music	Yes	53773	45167.973543	40165.783922334	139106.757465334	40166	40166	40166	120498	GIA	5.3796451830719506E-6	-0.13377320990298677	-1.3801400744395464E-2	-0.17693109338886165		Kirklees	www.hootcreativearts.co.uk
Hope Street Limited	n/a	NPO	North	North West	Combined arts	Yes	81500	81274.347	81604.14713725679	244378.4941372568	81604	81604	81604	244812	GIA	-1.8030610202054976E-6	1.77391167039316E-3	-1.3808484281085021E-2	-4.6180796287952935E-2		Liverpool	www.hope-street.org
Horniman Museum & Gardens	n/a	MPM	London	London	n/a (MPM)	Yes	1113274	996721.173756	966984.8994077413	3076980.0731637413	946678	946678	946678	2840034	GIA	-2.1000223912678296E-2	-7.7006047335273789E-2	-3.4516986107177725E-2	-0.12207206744502733		Lewisham	www.horniman.ac.uk
Horse And Bamboo Theatre Company	n/a	NPO	North	North West	Theatre	Yes	122919	123131.61491399999	123631.84488903359	369682.45980303356	123632	123632	123632	370896	GIA	1.2546198477700778E-6	3.2826556001953975E-3	-1.3805468816718371E-2	-4.4714134553154164E-2		Rossendale	www.horseandbamboo.org
Huddersfield Contemporary Music Festival	hcmf//	NPO	North	Yorkshire	Music	Yes	24e4	240650.40383999998	241627.16011014	722277.56395014	241627	241627	241627	724881	GIA	-6.6263304139119848E-7	3.6044814068732309E-3	-1.3807359598660229E-2	-4.4401189584611533E-2		Kirklees	www.hcmf.co.uk
Hull City Council	n/a	MPM	North	Yorkshire	n/a (MPM)	No	0	0	0	0	841409	841409	841409	2524227	GIA	NEW	NEW	NEW	NEW	New organisation to the MPM portfolio	Kingston upon Hull, City of	www.hullcc.gov.uk/museums
Hull Truck Theatre	n/a	NPO	North	Yorkshire	Theatre	Yes	537040	538495.4261609999	540680.4190658891	1616215.845226889	790680	790680	790680	2372040	GIA	0.46237957232855725	0.46765050411135289	0.44218892734571741	0.3974479893363691		Kingston upon Hull, City of	www.hulltruck.co.uk
Ikon Gallery Limited	n/a	NPO	Midlands	West Midlands	Visual arts	Yes	1003910	1005647.643	1009728.4230115992	3019286.0660115993	1009728	1009728	1009728	3029184	GIA	-4.1893601248078639E-7	3.2782365671881024E-3	-1.3807119266284569E-2	-4.4718365469087924E-2		Birmingham	http://www.ikon-gallery.co.uk
Ilkley Literature Festival	ILF	NPO	North	Yorkshire	Literature	Yes	110896	127905.258789	137424.18958649642	376225.44837549643	137424	137424	137424	412272	GIA	-1.3795715076627747E-6	9.5811040375256229E-2	-1.3808066638567543E-2	4.4887544214175644E-2		Bradford	www.ilkleyliteraturefestival.org.uk
Iluvlive Ltd	LUV LIVE LTD	NPO	London	London	Music	No	0	0	0	0	103856	103856	103856	311568	GIA	NEW	NEW	NEW	NEW	New organisation to the NPO portfolio	Lambeth	www.iluvlive.co.uk
Impressions Gallery	n/a	NPO	North	Yorkshire	Visual arts	Yes	200700	201244.096053	202280.69493416403	604224.790987164	202281	202281	202281	606843	GIA	1.5081312434234387E-6	4.3331704555823261E-3	-1.3805218805479859E-2	-4.3700135650122512E-2		Bradford	www.impressions-gallery.com
Improbable	n/a	NPO	London	London	Theatre	Yes	215285	215658.052533	216533.0080506348	647476.0605836348	216533	216533	216533	649599	GIA	-3.7179711583594646E-8	3.2787921370430518E-3	-1.3806742780780645E-2	-4.4717828177167199E-2		Lambeth	www.improbable.co.uk
In Between Time	n/a	NPO	South West	South West	Visual arts	Yes	19e4	190328.85332999998	191101.54581719037	571430.3991471904	191102	191102	191102	573306	GIA	2.3766569112983192E-6	3.2822909939841894E-3	-1.3804362271290548E-2	-4.4714492832098683E-2		Bristol, City of	www.inbetweentime.co.uk
Independent Street Arts Network	ISAN	NPO	London	London	Combined arts	Yes	87933	88084.745595	88442.3442998424	264460.08989484236	88442	88442	88442	265326	GIA	-3.8929298530635099E-6	3.274256261131714E-3	-1.3810545295713114E-2	-4.4722177717100152E-2		Camden	www.isanuk.org
Inner City Music Ltd	Band on the Wall	NPO	North	North West	Music	Yes	173656	142327.04894100002	94957.60530158281	410940.65424258285	94958	94958	94958	284874	GIA	4.1565750941065354E-6	-0.30677581529367087	-1.3802606927915134E-2	-0.34259385123785285		Manchester	www.bandonthewall.org
Inpress Limited	Inpress Books	NPO	North	North East	Literature	Yes	147834	137181.305646	133488.5848013592	418503.8904473592	133489	133489	133489	400467	GIA	3.1103681369339906E-6	-4.3098501254262352E-2	-1.3803638690200092E-2	-8.9566822446033034E-2		Newcastle upon Tyne	www.inpressbooks.co.uk
Institute of Contemporary Arts	n/a	NPO	London	London	Visual arts	Yes	9e5	881288.1	862440.78564	2643728.88564	862441	862441	862441	2587323	GIA	2.4855039737539685E-7	-2.1335729978357872E-2	-1.3806460995663454E-2	-6.8468772271079892E-2		Westminster	www.ica.org.uk
Institute of International Visual Arts	Iniva	NPO	London	London	Visual arts	Yes	6e5	587525.4	574960.52376	1762485.92376	228344	228344	228344	685032	GIA	-0.60285273412037699	-0.61132625755184089	-0.60833602970451384	-0.63004501177843031		Hackney	www.iniva.org
Interplay Theatre Trust	Interplay Theatre Company	NPO	North	Yorkshire	Theatre	Yes	15e4	150406.5024	151017.2146357224	451423.7170357224	151017	151017	151017	453051	GIA	-1.4212665947726325E-6	3.6047795072956562E-3	-1.3808107757983117E-2	-4.4400895226196772E-2		Leeds	www.interplayleeds.co.uk
Intoart	n/a	NPO	London	London	Visual arts	No	0	0	0	0	92798	92798	92798	278394	GIA	NEW	NEW	NEW	NEW	New organisation to the NPO portfolio	Waltham Forest	www.intoart.org.uk
IOU Theatre	n/a	NPO	North	Yorkshire	Theatre	Yes	188700	189211.575861	185724.7066524948	563636.2825134948	185e3	185e3	185e3	555e3	GIA	-3.9020476357556973E-3	-1.5322438922813778E-2	-1.7654879325202811E-2	-6.256952488872862E-2		Calderdale	www.ioutheatre.org
Ironbridge Gorge Museum Trust	n/a	MPM	Midlands	WestMidlands	n/a (MPM)	Yes	819183	813077.380269	751955.4131267387	2384215.7933957386	736164	736164	736164	2208492	GIA	-2.1000464723135347E-2	-7.3702973481885439E-2	-3.4517223592835551E-2	-0.11856932258077671		Telford and Wrekin	www.ironbridge.org.uk
Jacksons Lane	n/a	NPO	London	London	Combined arts	Yes	129e3	129223.274103	129747.50832676081	387970.7824297608	129748	129748	129748	389244	GIA	3.7894618981691063E-6	3.2817357076875215E-3	-1.3802968972487156E-2	-4.4715041133008254E-2		Haringey	www.jacksonslane.org.uk
Jasmin Vardimon Dance Company	n/a	NPO	South East	South East	Dance	Yes	25e4	244802.25	239566.8849	734369.1349	289567	289567	289567	868701	GIA	0.20871046146829117	0.18292144742479163	0.19202215134939948	0.12595126028471371		Ashford	http://www.jasminvardimon.com
Jazz North Limited	Jazz North	NPO	North	Yorkshire	Music	No	0	0	0	0	19e4	19e4	19e4	57e4	GIA	NEW	NEW	NEW	NEW	New organisation to the NPO portfolio	Calderdale	www.jazznorth.org
Jazz re:freshed Limited	Jrf	NPO	London	London	Music	No	0	0	0	0	95795	95795	95795	287385	GIA	NEW	NEW	NEW	NEW	New organisation to the NPO portfolio	Kensington and Chelsea	www.jazzrefreshed.com
J-Night	Hull Jazz Festival	NPO	North	Yorkshire	Music	Yes	51300	51438.827979	51647.7455818212	154386.57356082118	68749	68749	68749	206247	GIA	0.33111327949613439	0.33591280150244546	0.31273498964115837	0.27201173074932622		York	www.jnight.org
John Hansard Gallery	n/a	NPO	South West	South West	Visual arts	Yes	417e3	408330.153	447510.9409932	1272841.0939932	447511	447511	447511	1342533	GIA	1.3185554719845255E-7	5.4753029530308618E-2	-1.3806576079341881E-2	4.7526085129299513E-3		Southampton	http://www.hansardgallery.org.uk
Junction	n/a	NPO	North	Yorkshire	Combined arts	Yes	72e3	70503.048	68995.2628512	211498.31085120002	68995	68995	68995	206985	GIA	-3.8096992334188301E-6	-2.1339701641283394E-2	-1.3810463214234146E-2	-6.8472552656401384E-2		East Riding of Yorkshire	www.junctiongoole.co.uk
Junction Arts Limited	n/a	NPO	Midlands	East Midlands	Combined arts	Yes	1e5	100173.0807	100579.76095641601	300752.841656416	100580	100580	100580	301740	GIA	2.3766569110774909E-6	3.2822909939841179E-3	-1.3804362271290831E-2	-4.4714492832098711E-2		Chesterfield	www.junctionarts.org
Junction CDC Limited	Cambridge Junction	NPO	South East	East	Combined arts	Yes	563e3	587733.971517	587418.0017748	1738151.9732918	587418	587418	587418	1762254	GIA	-3.0213578825694741E-9	1.3866466844412041E-2	-1.3806709094041407E-2	-3.4390479787039283E-2		Cambridge	www.junction.co.uk
Kala Sangam	n/a	NPO	North	Yorkshire	Combined arts	Yes	19e4	190514.90304	191288.40798741241	571803.3110274124	1e5	1e5	1e5	3e5	GIA	-0.47722916902220014	-0.4753440663696718	-0.48444691225069053	-0.50044006408988395		Bradford	www.kalasangam.org
Kaleider Limited	n/a	NPO	South West	South West	Theatre	No	0	0	0	0	11e4	11e4	11e4	33e4	GIA	NEW	NEW	NEW	NEW	New organisation to the NPO portfolio	Exeter	www.kaleider.com
Kali Theatre Company	Kali	NPO	London	London	Theatre	Yes	195409	195746.816727	196541.6306394996	587697.4473664996	196500	196500	196500	589500	LOT	-2.1181588533762623E-4	3.0671438876887246E-3	-1.4015597520056931E-2	-4.4919356722260891E-2		Lewisham	www.kalitheatre.co.uk
Kapa Productions	n/a	NPO	London	London	Music	Yes	117909	105469.622181	95356.24459805641	318734.86677905644	95356	95356	95356	286068	LOT	-2.565097413798321E-6	-0.10248915378843933	-1.3809235796265975E-2	-0.14672244574555313		Lambeth	www.kapa-productions.com
Kazzum Arts Project	n/a	NPO	London	London	Theatre	Yes	127927	128148.102621	128668.49907717119	384743.6016981712	128e3	128e3	128e3	384e3	GIA	-5.1955146905867389E-3	-1.9327201151340351E-3	-1.8930487860539268E-2	-4.9680028001925759E-2		Tower Hamlets	www.kazzum.org
Kettle's Yard Gallery	University of Cambridge	NPO	South East	East	Visual arts	Yes	149057.4	148155.30090899998	148756.66150980597	445969.36241880595	148757	148757	148757	446271	GIA	2.2754624269889261E-6	6.7636390885252614E-4	-1.3804462068612442E-2	-4.7247829509537778E-2		Cambridge	www.kettlesyard.co.uk
Kinetika People	Kinetika	NPO	South East	East	Combined arts	Yes	98276	98445.756024	98845.29670974	295567.05273374	98845	98845	98845	296535	GIA	-3.001758807677966E-6	3.2748821538372123E-3	-1.3809666428804344E-2	-4.4721578891536648E-2		Thurrock	www.kinetikaonline.co.uk
Kingston University (Stanley Picker Gallery)	n/a	NPO	London	London	Visual arts	Yes	5e4	50086.54035	50289.880478208004	150376.420828208	8e4	8e4	8e4	24e4	GIA	0.59077729434386328	0.59599489519822491	0.5688138997473996	0.51964288274869952		Kingston upon Thames	www.stanleypickergallery.org
Kneehigh Theatre Trust Ltd	n/a	NPO	South West	South West	Theatre	Yes	352627.6	353237.89624200005	354672.0652216728	1060537.561463673	354672	354672	354672	1064016	LOT	-1.8389289491603355E-7	3.2798824508642808E-3	-1.3806887468338282E-2	-4.4716784884567248E-2		Cornwall	www.kneehigh.co.uk
Knowle West Media Centre	KWMC	NPO	South West	South West	Combined arts	Yes	9e4	90155.77263	90521.78486077441	270677.55749077443	90522	90522	90522	271566	GIA	2.3766569110614151E-6	3.2822909939840528E-3	-1.3804362271290898E-2	-4.4714492832098877E-2		Bristol, City of	www.kwmc.co.uk
Lakeland Arts	for Lakeland Arts Trust refer to ID 1387449	NPO	North	North West	Visual arts	Yes	12e4	120207.69683999999	120696	360903.69684	120696	120696	120696	362088	GIA	0	3.2814935684215211E-3	-1.3806706114398437E-2	-4.4715236357655917E-2		South Lakeland	0
Lawnmowers	n/a	NPO	North	North East	Theatre	Yes	6e4	60515.1162	60997.5619656984	181512.6781656984	60998	60998	60998	182994	GIA	7.1811772058725898E-6	8.160982743857393E-3	-1.3799624085595907E-2	-3.9997517787676448E-2		Gateshead	www.lawnmowerstheatre.com
Lawrence Batley Theatre	LBT	NPO	North	Yorkshire	Theatre	Yes	15e4	154225.4175	148531.468638	452756.88613799994	148531	148531	148531	445593	GIA	-3.1551428413688519E-6	-1.582280989496954E-2	-1.3809817695109921E-2	-6.3004510403252348E-2		Kirklees	www.thelbt.org
Ledbury Poetry Festival Limited	n/a	NPO	Midlands	West Midlands	Literature	Yes	52760	52850.847357	53065.9815404292	158676.8288974292	53066	53066	53066	159198	GIA	3.4786072474312056E-7	3.2844814595311728E-3	-1.3806363056484441E-2	-4.4712395222881215E-2		Herefordshire, County of	www.poetry-festival.co.uk
Leeds Museums and Galleries	Leeds City Council	MPM	North	Yorkshire	n/a (MPM)	Yes	168e4	1645071.12	1624263.4796220001	4949334.599622	1590154	1590154	1590154	4770462	GIA	-2.0999967092739238E-2	-3.6140736905454163E-2	-3.4516732833076269E-2	-8.2504604106587526E-2		Leeds	http://www.leeds.gov.uk/museumsandgalleries
Leeds Theatre Trust Limited	West Yorkshire Playhouse	NPO	North	Yorkshire	Theatre	Yes	1497950	1502009.664309	1508104.2050067673	4508063.869315767	1508104	1508104	1508104	4524312	GIA	-1.3593673873235018E-7	3.6042370195388134E-3	-1.3806840174298533E-2	-4.4401429515286715E-2		Leeds	www.wyp.org.uk
Leicester Arts Centre Ltd	Phoenix	NPO	Midlands	East Midlands	Combined arts	Yes	8e4	80138.46456000001	80463.8087651328	240602.2733251328	80464	80464	80464	241392	GIA	2.3766569112221718E-6	3.282290993984215E-3	-1.3804362271290794E-2	-4.471449283209885E-2		Leicester	www.phoenix.org.uk
Leicester Print Workshop Studios and Resource	Leicester Print Workshop	NPO	Midlands	East Midlands	Visual arts	Yes	5e4	50086.54035	50289.880478208004	150376.420828208	70290	70290	70290	210870	GIA	0.3976967002428769	0.40228101479354034	0.37839911266555892	0.33519622785507619		Leicester	www.leicesterprintworkshop.com
Leicester Theatre Trust Limited	Curve	NPO	Midlands	East Midlands	Theatre	Yes	1903e3	1906293.725721	1914029.209583946	5723322.935304945	1914029	1914029	1914029	5742087	GIA	-1.0949882320949269E-7	3.2785262874660583E-3	-1.3806814101403499E-2	-4.4718090044705436E-2		Leicester	www.curveonline.co.uk
Lighthouse Arts And Training Ltd	Lighthouse	NPO	South East	South East	Visual arts	Yes	12e4	117505.08	114992.104752	352497.18475200003	114992	114992	114992	344976	GIA	-9.1094949714326526E-7	-2.1336864739193794E-2	-1.3807604486683479E-2	-6.8469852381171564E-2		Brighton and Hove	http://www.lighthouse.org.uk
Lincoln Arts Trust Limited	Core LOV	NPO	Midlands	East Midlands	Combined arts	Yes	206e3	206356.54624199998	207193.7326096932	619550.2788516931	207194	207194	207194	621582	GIA	1.2905327947824345E-6	3.2793482912679035E-3	-1.3805433399610656E-2	-4.4717313147885962E-2		Lincoln	www.lincolndrillhall.com
Lincolnshire County Council	The Collection and Usher Gallery	NPO	Midlands	East Midlands	Visual arts	Yes	71e3	71122.887297	71411.0553185316	213533.94261553156	71411	71411	71411	214233	GIA	-7.7464940614686252E-7	3.2737529963894085E-3	-1.3807470068448E-2	-4.4722675734296752E-2		Lincoln	www.lincolnshire.gov.uk / www.thecollectionmuseum.com
Literature Works	We were formerly called Cyprus Well but changed brand name October 2012; your records not yet updated.	NPO	South West	South West	Literature	Yes	96e3	96166.15747199999	96555.9955576356	288722.1530296356	96556	96556	96556	289668	GIA	4.6008167320755179E-8	3.2759764376906254E-3	-1.3806660741452394E-2	-4.4720544766027416E-2		Exeter	www.literatureworks.org.uk
Live & Local Ltd	n/a	NPO	Midlands	West Midlands	Combined arts	Yes	163785	164068.42636800001	164733.8561975568	492587.2825655568	291464	291464	291464	874392	LOT	0.76930235670840053	0.77510063890784686	0.74487411904181511	0.69018020046131334	Completion of grant novation between Live & Local Ltd and Nottinghamshire County Council pending	Warwick	www.liveandlocal.org.uk
Live Art Development Agency	n/a	NPO	London	London	Visual arts	Yes	234487	234892.65492	235845.93204373322	705225.5869637332	235846	235846	235846	707538	GIA	2.8813838844003681E-7	3.2789692816204146E-3	-1.3806421954252046E-2	-4.4717670633344836E-2		Tower Hamlets	www.thisisliveart.co.uk
Live at LICA	Live at LICA (Lancaster Institute for the Contemporary Arts)	NPO	North	North West	Combined arts	Yes	102359	102636.770544	103053.04947612359	308048.8200201236	103053	103053	103053	309159	GIA	-4.8010344032584707E-7	3.6039092108966966E-3	-1.3807179589191546E-2	-4.4401729545427787E-2		Lancaster	www.liveatlica.org
Live Theatre	n/a	NPO	North	North East	Theatre	Yes	622503	624189.922587	626723.2614465733	1873416.1840335731	626723	626723	626723	1880169	GIA	-4.1716430422961534E-7	3.6045466159514315E-3	-1.3807117519037636E-2	-4.4401129674058529E-2		Newcastle upon Tyne	www.live.org.uk
Liverpool Arabic Arts Festival	LAAF	NPO	North	North West	Combined arts	Yes	11e4	110190.38876999999	110637.73705205761	330828.1258220576	11e4	11e4	11e4	33e4	GIA	-5.7641910350854138E-3	-2.5031905011093946E-3	-1.9491312657875175E-2	-5.0223198282062821E-2		Liverpool	www.arabicartsfestival
Liverpool Biennial Of Contemporary Art	Liverpool Biennial	NPO	North	North West	Visual arts	Yes	695344	691489.9779480001	688355.1965234868	2075189.1744714868	788355	788355	788355	2365065	GIA	0.14527355060520886	0.13968645803211618	0.12946109527140917	8.5044118381413542E-2		Liverpool	www.biennial.com
Liverpool Everyman & Playhouse	n/a	NPO	North	North West	Theatre	Yes	1649019	1654228.682568	1649976.6725120868	4953224.355080087	1649977	1649977	1649977	4949931	GIA	1.984803292367651E-7	-6.6489115856604259E-4	-1.380651037442877E-2	-4.850704322164285E-2		Liverpool	www.everymanplayhouse.com
Locus+	n/a	NPO	North	North East	Visual arts	Yes	175918	176050.027692	176764.9051572348	528732.9328492349	11e4	11e4	11e4	33e4	GIA	-0.37770452849702552	-0.37586637885085633	-0.38629637918838811	-0.40572885019001353		Newcastle upon Tyne	www.locusplus.org.uk
London Arts in Health Forum	LAHF	NPO	London	London	Combined arts	Yes	64588	65142.85793400001	65661.45008093161	195392.30801493162	65662	65662	65662	196986	GIA	8.3750673753551088E-6	8.1563701317586626E-3	-1.3798446679116887E-2	-4.0001949703803913E-2		Hackney	www.lahf.org.uk
London Borough of Waltham Forest (William Morris Gallery)	n/a	NPO	London	London	Visual arts	No	0	0	0	0	6e4	6e4	6e4	18e4	GIA	NEW	NEW	NEW	NEW	New organisation to the NPO portfolio	Waltham Forest	www.wmgallery.org.uk
